PREDATOR,PREY,source,pred_lifestage,prey_lifestage,area,ref,notes,Quality,yref,nref
Solea solea,Limanda limanda,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,2
Solea solea,Macrophyta,Diet,juveniles,NA,Atlantic Ocean,"Lagardère, J. P. (1987). Feeding ecology and daily food consumption of common sole, Solea vulgaris Quensel, juveniles on the French Atlantic coast. Journal of Fish Biology, 30(1), 91-104.",Seagrass->Macrophyta,1,1987,1
Solea solea,Ophiura albida,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,6
Solea solea,Philocheras bispinosus bispinosus,Diet,NA,NA,Irish Sea,"Jones, N. S. (1952). The bottom fauna and the food of flatfish off the Cumberland coast. The Journal of Animal Ecology, 182-205.","Feeds on several species that belongs or belonged to genus ""Crangon""",4,1952,1
Solea solea,Pleuronectes platessa,Diet,NA,juveniles,North Sea,"Besyst, B., Cattrijsse, A., & Mees, J. (1999). Feeding ecology of juvenile flatfishes of the surf zone of a sandy beach. Journal of Fish Biology, 55(6), 1171-1186.",NA,1,1999,1
Solea solea,Pomatoschistus minutus,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,4
Solea solea,Scophthalmus maximus,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,2
Solea solea,Turritella communis,Dapstom,NA,NA,English Channel,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,2
Solea solea,Zooplankton,Diet,NA,NA,North Sea,"Besyst, B., Cattrijsse, A., & Mees, J. (1999). Feeding ecology of juvenile flatfishes of the surf zone of a sandy beach. Journal of Fish Biology, 55(6), 1171-1186.",NA,1,1999,2
Sprattus sprattus,Crangon crangon,GlobiDataBase,NA,NA,NA,"Oven, L. S. et al. (1997). Size-age composition, feeding, and reproduction of Sprattus sprattus phalericus (Clupeidae) in different sites of the Black Sea. Journal of Ichthyology, 37(9), 769-778.",NA,4,1997,1
Sprattus sprattus,Pagurus bernhardus,GlobiDataBase,NA,NA,NA,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",NA,4,2014,1
Sprattus sprattus,Phytoplankton,Dapstom,NA,NA,English Channel,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,1
Sprattus sprattus,Zooplankton,Dapstom,NA,NA,English Channel,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,1
Trachurus trachurus,Buglossidium luteum,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,4
Trachurus trachurus,Callionymus lyra,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,6
Trachurus trachurus,Clupea harengus,Diet,NA,NA,North Sea,"Dahl, K., & Kirkegaard, E. (1986). Stomach contents of mackerel, horse mackerel and whiting in the eastern part of the North Sea in July 1985. International Council for the Exploration of the Sea, C.M. 1986/H:68.",NA,2,1986,14
Trachurus trachurus,Crangon allmanni,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,Inferred from genus Crangon,4,2012,7
Trachurus trachurus,Crangon crangon,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,Inferred from genus Crangon,4,2012,2
Trachurus trachurus,Engraulis encrasicolus,GlobiDataBase,NA,NA,North Sea,"Olaso-Toca, L. I. et al. (1999). The diet of the horse mackerel, Trachurus trachurus (Linnaeus 1758), in the Cantabrian Sea (north of Spain). J. Appl. Ichthyol. 15(6):193-198.",NA,4,1999,1
Trachurus trachurus,Eutrigla gurnardus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,6
Trachurus trachurus,Hippoglossoides platessoides,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,4
Trachurus trachurus,Limanda limanda,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,4
Trachurus trachurus,Loligo vulgaris,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,Inferred from genus Loligo,4,2012,2
Trachurus trachurus,Merlangius merlangus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,4
Trachurus trachurus,Microstomus kitt,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,4
Trachurus trachurus,Myoxocephalus scorpius,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,4
Trachurus trachurus,Pagurus bernhardus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,6
Trachurus trachurus,Phytoplankton,Dapstom,NA,NA,Celtic Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,1
Trachurus trachurus,Pomatoschistus minutus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,6
Trachurus trachurus,Processa modica modica,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,Inferred from genus Processa,4,2012,1
Trachurus trachurus,Processa nouveli holthuisi,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,Inferred from genus Processa,4,2012,1
Trachurus trachurus,Scomber scombrus,Diet,NA,NA,North Sea,"Dahl, K., & Kirkegaard, E. (1986). Stomach contents of mackerel, horse mackerel and whiting in the eastern part of the North Sea in July 1985. International Council for the Exploration of the Sea, C.M. 1986/H:68.",NA,2,1986,1
Trachurus trachurus,Scophthalmus maximus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,4
Trachurus trachurus,Sprattus sprattus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,4
Trachurus trachurus,Trachurus trachurus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,4
Trachurus trachurus,Zooplankton,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,4,2018,1
Turritella communis,Detritus,Diet,NA,NA,North Atlantic,"Hunt, O. D. (1925). The food of the bottom fauna of the Plymouth fishing grounds. Journal of the Marine Biological Association of the United Kingdom, 13(3), 560–599.",NA,1,1925,1
Zooplankton,Bacteria,Diet,NA,NA,NA,"LIPPS, J. H., & VALENTINE, J. W. (1970). THE ROLE OF FORAMINIFERA IN THE TROPHIC STRUCTURE OF MARINE COMMUNITIES. Lethaia, 3(3), 279–286.",NA,4,1970,4
Zooplankton,Detritus,Diet,NA,NA,NA,"LIPPS, J. H., & VALENTINE, J. W. (1970). THE ROLE OF FORAMINIFERA IN THE TROPHIC STRUCTURE OF MARINE COMMUNITIES. Lethaia, 3(3), 279–286.",NA,4,1970,3
Zooplankton,Microalgae,Globi,NA,NA,NA,"Jordi Bascompte, Carlos J. Melián, and Enric Sala Interaction strength combinations and the overfishing of a marine food web PNAS 2005 102: 5443-5447.",,4,1900,1
Zooplankton,Phytoplankton,Globi,NA,NA,NA,"Jordi Bascompte, Carlos J. Melián, and Enric Sala Interaction strength combinations and the overfishing of a marine food web PNAS 2005 102: 5443-5447.",,4,1900,1
Zooplankton,Zooplankton,Globi,NA,NA,NA,"Wood SA, Russell R, Hanson D, Williams RJ, Dunne JA (2015) Data from: Effects of spatial scale of sampling on food web structure. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.g1qr6",,4,2015,1
